ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001209191-22-048084,2049175,Common Stock,,38805.0,,,I,,Family Trusts,,31-AUG-2022,29-AUG-2022,,,0,,,4,1041803,PRICESMART INC,PSMT,"The reporting person's wife, Allison Price, may also be deemed a greater than 10% beneficial owner of the Issuer's securities in her capacity as co-trustee of each of the trusts identified herein.  As such, this Form 4 filing shall be deemed to constitute a Form 4 filing on behalf of both the reporting person and his wife, Allison Price.",0001041803,PSMT,,,2022-08-31
0001209191-22-048084,2049174,Common Stock,,150511.0,,,I,,As co-trustee of the David Price Trust UTD 9/22/89,F8,31-AUG-2022,29-AUG-2022,,,0,,,4,1041803,PRICESMART INC,PSMT,"The reporting person's wife, Allison Price, may also be deemed a greater than 10% beneficial owner of the Issuer's securities in her capacity as co-trustee of each of the trusts identified herein.  As such, this Form 4 filing shall be deemed to constitute a Form 4 filing on behalf of both the reporting person and his wife, Allison Price.",0001041803,PSMT,,,2022-08-31
0001209191-22-048084,2049173,Common Stock,,80.0,,,D,,As co-manager of The Price Group LLC,F7,31-AUG-2022,29-AUG-2022,,,0,,,4,1041803,PRICESMART INC,PSMT,"The reporting person's wife, Allison Price, may also be deemed a greater than 10% beneficial owner of the Issuer's securities in her capacity as co-trustee of each of the trusts identified herein.  As such, this Form 4 filing shall be deemed to constitute a Form 4 filing on behalf of both the reporting person and his wife, Allison Price.",0001041803,PSMT,,,2022-08-31
0001209191-22-048072,2049194,Class B Common Stock,,4708570.0,,,D,,,,31-AUG-2022,29-AUG-2022,,,0,,,4,800457,DONEGAL GROUP INC,DGICA,,0000800457,DGICB,,,2022-08-31
0001185185-22-001031,2049160,Common Stock,,1181324.0,,,I,,"By Endicott Management Partners, LLC",F1,31-AUG-2022,29-AUG-2022,,,0,,,4,1530766,"BioSig Technologies, Inc.",BSGM,,0001530766,BSGM,,,2022-08-31
0000919574-22-005338,2049265,Class B Common Stock,"F3, F2",288000.0,,,I,,See Footnote,F1,31-AUG-2022,11-AUG-2022,,0.0,,,,3,1908984,ENDI Corp.,ENDI,Exhibit List: Exhibit 24 - Power of Attorney,0001908984,ENDI,,,2022-08-31
0000919574-22-005338,2049264,Class A Common Stock,,384000.0,,,I,,See Footnote,F1,31-AUG-2022,11-AUG-2022,,0.0,,,,3,1908984,ENDI Corp.,ENDI,Exhibit List: Exhibit 24 - Power of Attorney,0001908984,ENDI,,,2022-08-31
0001493152-22-024446,2049198,Common Stock,,178572.0,,,I,,By Bezalel Partners LLC,F2,31-AUG-2022,30-AUG-2022,,,0,,,4,1468929,"NEXGEL, INC.",NXGL,,0001468929,NXGLW,,,2022-08-31
0001062993-22-018889,2049218,Common Stock,,2000.0,,,I,,Reporting Person's IRA IMA,,31-AUG-2022,29-AUG-2022,,,1,,,4,1022671,STEEL DYNAMICS INC,STLD,,0001022671,STLD,,,2022-08-31
0001214659-22-010748,2049200,Class A Common Stock,,650000.0,,,I,,"By Avalon Park International, LLC",F2,31-AUG-2022,30-AUG-2022,,,,,,4,807707,VOXX International Corp,VOXX,,0000807707,,,,2022-08-31
0001771515-22-000124,2049185,Common Stock,,460.0,,,I,,By child,,30-AUG-2022,29-AUG-2022,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2022-08-30
0001771515-22-000124,2049184,Common Stock,,460.0,,,I,,By spouse,,30-AUG-2022,29-AUG-2022,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2022-08-30
0001771515-22-000124,2049182,Common Stock,,2126670.0,,,I,,By Lindberg Revocable Trust,F3,30-AUG-2022,29-AUG-2022,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2022-08-30
0001771515-22-000124,2049183,Common Stock,,401500.0,,,I,,By Lindberg Irrevocable Trust,F4,30-AUG-2022,29-AUG-2022,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2022-08-30
0001209191-22-048067,2049217,Common Stock,,37484.0,,,I,,See Note 1,F1,30-AUG-2022,13-MAY-2022,16-MAY-2022,,0,,,4/A,1651562,"Coursera, Inc.",COUR,,0001651562,COUR,,,2022-08-30
0001654954-22-011984,2049159,Common Stock,,2628313.0,F2,,I,,Fundamental Global,,30-AUG-2022,26-AUG-2022,,,,,,4,2186,BK Technologies Corp,BKTI,,0000002186,BKTI,,,2022-08-30
0001654954-22-011983,2049281,Common Stock,,645915.0,F2,,I,,"By Metrolina Capital Investors, LLC",,30-AUG-2022,26-AUG-2022,,,,,,4,2186,BK Technologies Corp,BKTI,,0000002186,BKTI,,,2022-08-30
0001654954-22-011983,2049282,Common Stock,,20000.0,,,I,,By Robert Joseph Jackson SEP-IRA,,30-AUG-2022,26-AUG-2022,,,,,,4,2186,BK Technologies Corp,BKTI,,0000002186,BKTI,,,2022-08-30
0001654954-22-011974,2049172,Common Stock,,7702.0,F2,,I,,By Family,,30-AUG-2022,26-AUG-2022,,,,,,4,2186,BK Technologies Corp,BKTI,,0000002186,BKTI,,,2022-08-30
0001213900-22-052399,2049232,Common Stock,,6250.0,,,D,,,,30-AUG-2022,22-AUG-2022,,0.0,,,,3,1704760,"American Virtual Cloud Technologies, Inc.",AVCT,See Exhibit 24.1 - Power of Attorney,0001704760,,,,2022-08-30
0001213900-22-052398,2049162,Common Stock,,25000.0,,,D,,,,30-AUG-2022,22-AUG-2022,,0.0,,,,3,1704760,"American Virtual Cloud Technologies, Inc.",AVCT,See Exhibit 24.1 - Power of Attorney,0001704760,,,,2022-08-30
0000899243-22-030098,2049235,Class B Common Stock,,450.0,,,D,,,,30-AUG-2022,26-AUG-2022,,,0,,,4,1067983,BERKSHIRE HATHAWAY INC,BRK.A,,0001067983,BRK-A,,,2022-08-30
0001777835-22-000070,2049239,Class A Common Stock,,11951.0,,,I,,"By FinTech Masala Advisors IV, LLC",F4,30-AUG-2022,26-AUG-2022,,,0,,,4,1777835,Perella Weinberg Partners,PWP,,0001777835,PWP,,,2022-08-30
0001777835-22-000070,2049240,Class A Common Stock,,11951.0,,,I,,By DGC Family FinTech Trust,F5,30-AUG-2022,26-AUG-2022,,,0,,,4,1777835,Perella Weinberg Partners,PWP,,0001777835,PWP,,,2022-08-30
0001777835-22-000070,2049238,Class A Common Stock,,80852.0,,,D,,"By FinTech Masala Advisors IV, LLC",F3,30-AUG-2022,26-AUG-2022,,,0,,,4,1777835,Perella Weinberg Partners,PWP,,0001777835,PWP,,,2022-08-30
0001777835-22-000070,2049241,Class A Common Stock,,57923.0,,,I,,"By FinTech Masala Holdings, LLC",F6,30-AUG-2022,26-AUG-2022,,,0,,,4,1777835,Perella Weinberg Partners,PWP,,0001777835,PWP,,,2022-08-30
0001777835-22-000070,2049243,Class A Common Stock,,133602.0,,,I,,,,30-AUG-2022,26-AUG-2022,,,0,,,4,1777835,Perella Weinberg Partners,PWP,,0001777835,PWP,,,2022-08-30
0001777835-22-000070,2049242,Class A Common Stock,,133603.0,,,I,,By DGC Family FinTech Trust,F7,30-AUG-2022,26-AUG-2022,,,0,,,4,1777835,Perella Weinberg Partners,PWP,,0001777835,PWP,,,2022-08-30
0001140361-22-031601,2049278,"Common Stock, $0.001 par value",,2440.0,,,I,,By spouse,,30-AUG-2022,26-AUG-2022,,,,,,4,1490349,PhenixFIN Corp,PFX,,0001490349,PFXNZ,,,2022-08-30
0001140361-22-031601,2049279,"Common Stock, $0.001 par value",,81662.42,,,I,,"By FrontFour Master Fund, Ltd.",F3,30-AUG-2022,26-AUG-2022,,,,,,4,1490349,PhenixFIN Corp,PFX,,0001490349,PFXNZ,,,2022-08-30
0001209191-22-048065,2049188,"Common Stock, $0.0001 par value",,3261675.0,,,I,F1,See footnote,,30-AUG-2022,26-AUG-2022,,,0,,,4,1550695,Performant Financial Corp,PFMT,,0001550695,PHLT,,,2022-08-30
0001209191-22-048063,2049163,Common Stock,,59350.0,,,I,,By Trust,F10,30-AUG-2022,28-AUG-2022,,,0,,,4,1786352,"Bill.com Holdings, Inc.",BILL,,0001786352,BILL,,,2022-08-30
0001209191-22-048060,2049207,Common Stock,,163125.0,,,I,,See Footnote,F13,30-AUG-2022,28-AUG-2022,,,0,,,4,1786352,"Bill.com Holdings, Inc.",BILL,,0001786352,BILL,,,2022-08-30
0001209191-22-048060,2049206,Common Stock,,163125.0,,,I,,See Footnote,F12,30-AUG-2022,28-AUG-2022,,,0,,,4,1786352,"Bill.com Holdings, Inc.",BILL,,0001786352,BILL,,,2022-08-30
0001209191-22-048060,2049205,Common Stock,,135000.0,,,I,,See Footnote,F11,30-AUG-2022,28-AUG-2022,,,0,,,4,1786352,"Bill.com Holdings, Inc.",BILL,,0001786352,BILL,,,2022-08-30
0001209191-22-048060,2049203,Common Stock,,1708749.0,,,I,,See Footnote,F10,30-AUG-2022,28-AUG-2022,,,0,,,4,1786352,"Bill.com Holdings, Inc.",BILL,,0001786352,BILL,,,2022-08-30
0001209191-22-048060,2049208,Common Stock,,205000.0,,,I,,See Footnote,F14,30-AUG-2022,28-AUG-2022,,,0,,,4,1786352,"Bill.com Holdings, Inc.",BILL,,0001786352,BILL,,,2022-08-30
0001209191-22-048060,2049204,Common Stock,,135000.0,,,I,,See Footnote,F11,30-AUG-2022,28-AUG-2022,,,0,,,4,1786352,"Bill.com Holdings, Inc.",BILL,,0001786352,BILL,,,2022-08-30
0001209191-22-048048,2049229,Common Stock,,107181.0,F4,,I,"F4, F3, F2",By Avalon Polytom (HK) Limited,"F4, F3, F2",30-AUG-2022,03-AUG-2022,,,0,,,4,1300699,"Athenex, Inc.",ATNX,,0001300699,,,,2022-08-30
0001209191-22-048048,2049228,Common Stock,,678880.0,,,I,"F3, F2",By Avalon Biomedical (Management) Limited,"F3, F2",30-AUG-2022,03-AUG-2022,,,0,,,4,1300699,"Athenex, Inc.",ATNX,,0001300699,,,,2022-08-30
0001415889-22-009184,2049096,Common Stock,,1650.0,F1,,I,,By Irrev Trust for Family Member,,30-AUG-2022,26-AUG-2022,,,,,,4,820027,AMERIPRISE FINANCIAL INC,AMP,,0000820027,AMP,,,2022-08-30
0001415889-22-009184,2049097,Common Stock,,1180.0,F2,,I,,By Reporting Person's Rev Trust,,30-AUG-2022,26-AUG-2022,,,,,,4,820027,AMERIPRISE FINANCIAL INC,AMP,,0000820027,AMP,,,2022-08-30
0001415889-22-009184,2049095,Common Stock,,4000.0,,,D,,,,30-AUG-2022,26-AUG-2022,,,,,,4,820027,AMERIPRISE FINANCIAL INC,AMP,,0000820027,AMP,,,2022-08-30
0000921895-22-002586,2048905,"Common Stock, par value $0.01 per share",,176338.0,,,I,,By Starboard X Master Fund Ltd,F8,30-AUG-2022,26-AUG-2022,,,0,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0000921895-22-002586,2048904,"Common Stock, par value $0.01 per share",,429630.0,,,I,,By Starboard P Fund LP,F7,30-AUG-2022,26-AUG-2022,,,0,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0000921895-22-002586,2048903,"Common Stock, par value $0.01 per share",,124797.0,,,I,,By Starboard Value and Opportunity Master Fund L LP,F6,30-AUG-2022,26-AUG-2022,,,0,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0000921895-22-002586,2048902,"Common Stock, par value $0.01 per share",,132345.0,,,I,,By Starboard Value and Opportunity C LP,F5,30-AUG-2022,26-AUG-2022,,,0,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0000921895-22-002586,2048901,"Common Stock, par value $0.01 per share",,234058.0,,,I,,By Starboard Value and Opportunity S LLC,F4,30-AUG-2022,26-AUG-2022,,,0,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0000921895-22-002586,2048906,"Common Stock, par value $0.01 per share",,412107.0,,,I,,By Managed Account of Starboard Value LP,F9,30-AUG-2022,26-AUG-2022,,,0,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0000921895-22-002586,2048900,"Common Stock, par value $0.01 per share",,1250085.0,,,I,,By Starboard Value and Opportunity Master Fund Ltd,F3,30-AUG-2022,26-AUG-2022,,,0,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0001546417-22-000082,2049077,No securities beneficially owned.,,0.0,,,D,,,,30-AUG-2022,22-AUG-2022,,0.0,,,,3,1546417,"Bloomin' Brands, Inc.",BLMN,"EXHIBIT LIST: EX-24 Marein-Efron - POA.htm, GRAPHIC Marein-Efron - POA.jpg",0001546417,BLMN,,,2022-08-30
0001546417-22-000081,2049143,No securities beneficially owned.,,0.0,,,D,,,,30-AUG-2022,22-AUG-2022,,0.0,,,,3,1546417,"Bloomin' Brands, Inc.",BLMN,"EXHIBIT LIST: EX-24 Kunkel - POA.htm, GRAPHIC Kunkel - POA.jpg",0001546417,BLMN,,,2022-08-30
0001209191-22-048037,2049133,Common Stock,,30664.0,F3,,D,,,,30-AUG-2022,29-AUG-2022,,,0,,,4,1746466,"Equillium, Inc.",EQ,,0001746466,EQ,,,2022-08-30
0000920112-22-000292,2049082,Depository Shares,F2,8500.0,,,D,F2,,,30-AUG-2022,30-AUG-2022,,,0,,,4,920112,HEARTLAND FINANCIAL USA INC,HTLF,,0000920112,,,,2022-08-30
0000920112-22-000292,2049081,Common Stock,,13295.7,,,D,F1,,,30-AUG-2022,30-AUG-2022,,,0,,,4,920112,HEARTLAND FINANCIAL USA INC,HTLF,,0000920112,,,,2022-08-30
0001209191-22-048019,2049126,Common Stock,,5559.0,,,D,F7,,,30-AUG-2022,29-AUG-2022,,,0,,,4,730708,SEACOAST BANKING CORP OF FLORIDA,SBCF,,0000730708,SBCF,,,2022-08-30
0001209191-22-048019,2049127,Common Stock,,1118.71,,,D,F8,,,30-AUG-2022,29-AUG-2022,,,0,,,4,730708,SEACOAST BANKING CORP OF FLORIDA,SBCF,,0000730708,SBCF,,,2022-08-30
0001209191-22-048019,2049125,Common Stock,,1113.0,,,D,F6,,,30-AUG-2022,29-AUG-2022,,,0,,,4,730708,SEACOAST BANKING CORP OF FLORIDA,SBCF,,0000730708,SBCF,,,2022-08-30
0001209191-22-048019,2049124,Common Stock,,5241.0,,,D,F5,,,30-AUG-2022,29-AUG-2022,,,0,,,4,730708,SEACOAST BANKING CORP OF FLORIDA,SBCF,,0000730708,SBCF,,,2022-08-30
0001209191-22-048019,2049123,Common Stock,,18346.0,,,D,F4,,,30-AUG-2022,29-AUG-2022,,,0,,,4,730708,SEACOAST BANKING CORP OF FLORIDA,SBCF,,0000730708,SBCF,,,2022-08-30
0001209191-22-048019,2049122,Common Stock,,1574.0,,,D,F3,,,30-AUG-2022,29-AUG-2022,,,0,,,4,730708,SEACOAST BANKING CORP OF FLORIDA,SBCF,,0000730708,SBCF,,,2022-08-30
0001209191-22-048018,2049050,Common Stock,,145.0,,,I,,As Trustee of Child's Trust,,30-AUG-2022,29-AUG-2022,,,0,,,4,831259,FREEPORT-MCMORAN INC,FCX,,0000831259,FCX,,,2022-08-30
0001209191-22-048018,2049052,Common Stock,F2,7000.0,,,D,,,,30-AUG-2022,29-AUG-2022,,,0,,,4,831259,FREEPORT-MCMORAN INC,FCX,,0000831259,FCX,,,2022-08-30
0001209191-22-048018,2049051,Common Stock,,145.0,,,I,,By Spouse as Trustee of Child's Trust,,30-AUG-2022,29-AUG-2022,,,0,,,4,831259,FREEPORT-MCMORAN INC,FCX,,0000831259,FCX,,,2022-08-30
0001567619-22-016851,2048931,Common Stock,,25500.0,,,I,,By L.P.,,30-AUG-2022,30-AUG-2022,,,0,,,4,1531031,"Esquire Financial Holdings, Inc.",ESQ,,0001531031,ESQ,,,2022-08-30
0001567619-22-016851,2048932,Common Stock,,12600.0,,,I,,,,30-AUG-2022,30-AUG-2022,,,0,,,4,1531031,"Esquire Financial Holdings, Inc.",ESQ,,0001531031,ESQ,,,2022-08-30
0001567619-22-016851,2048930,Common Stock,,183033.0,"F3, F1, F2",,D,,As trustee for trust,,30-AUG-2022,30-AUG-2022,,,0,,,4,1531031,"Esquire Financial Holdings, Inc.",ESQ,,0001531031,ESQ,,,2022-08-30
0001567619-22-016849,2049022,Common Stock,,1000.0,,,I,,By IRA,,30-AUG-2022,26-AUG-2022,,,0,,,4,1846017,Blue Foundry Bancorp,BLFY,,0001846017,BLFY,,,2022-08-30
0001567619-22-016848,2049028,Common Stock,,3853.0,,,I,,By IRA,,30-AUG-2022,26-AUG-2022,,,0,,,4,1846017,Blue Foundry Bancorp,BLFY,,0001846017,BLFY,,,2022-08-30
0001567619-22-016848,2049029,Common Stock,,3349.0,,,I,,By Roth IRA,,30-AUG-2022,26-AUG-2022,,,0,,,4,1846017,Blue Foundry Bancorp,BLFY,,0001846017,BLFY,,,2022-08-30
0001567619-22-016847,2048999,Common Stock,,27887.0,,,I,,By 401(k) plan,,30-AUG-2022,26-AUG-2022,,,0,,,4,1846017,Blue Foundry Bancorp,BLFY,,0001846017,BLFY,,,2022-08-30
0001567619-22-016846,2049061,Common Stock,,116.0,,,I,,As custodian for child,,30-AUG-2022,26-AUG-2022,,,0,,,4,1846017,Blue Foundry Bancorp,BLFY,,0001846017,BLFY,,,2022-08-30
0001567619-22-016846,2049059,Common Stock,,14238.0,,,I,,By IRA,,30-AUG-2022,26-AUG-2022,,,0,,,4,1846017,Blue Foundry Bancorp,BLFY,,0001846017,BLFY,,,2022-08-30
0001567619-22-016846,2049060,Common Stock,,9100.0,,,I,,By Spouse's IRA,,30-AUG-2022,26-AUG-2022,,,0,,,4,1846017,Blue Foundry Bancorp,BLFY,,0001846017,BLFY,,,2022-08-30
0001567619-22-016845,2049106,Common Stock,,40000.0,,,I,,By IRA,,30-AUG-2022,26-AUG-2022,,,0,,,4,1846017,Blue Foundry Bancorp,BLFY,,0001846017,BLFY,,,2022-08-30
0001567619-22-016844,2049072,Common Stock,,10366.0,,,I,,By IRA,,30-AUG-2022,26-AUG-2022,,,0,,,4,1846017,Blue Foundry Bancorp,BLFY,,0001846017,BLFY,,,2022-08-30
0001567619-22-016843,2049006,Common Stock,,169806.0,F4,,I,,"By Groveland DST, LLC",,30-AUG-2022,26-AUG-2022,,,0,,,4,353184,AIR T INC,AIRT,,0000353184,AIRTP,,,2022-08-30
0001567619-22-016843,2049005,Common Stock,,53301.0,F3,,I,,"By Groveland Capital, LLC",,30-AUG-2022,26-AUG-2022,,,0,,,4,353184,AIR T INC,AIRT,,0000353184,AIRTP,,,2022-08-30
0001567619-22-016843,2049004,Common Stock,,94938.0,F2,,I,,By Glenhurst Co.,,30-AUG-2022,26-AUG-2022,,,0,,,4,353184,AIR T INC,AIRT,,0000353184,AIRTP,,,2022-08-30
0001567619-22-016843,2049003,Common Stock,,970384.0,F1,,I,,"By AO Partners I, LP",,30-AUG-2022,26-AUG-2022,,,0,,,4,353184,AIR T INC,AIRT,,0000353184,AIRTP,,,2022-08-30
0000091419-22-000110,2048954,Common Shares,,30000.0,,,I,,by GRAT (2021),,30-AUG-2022,29-AUG-2022,,,0,,,4,91419,J M SMUCKER Co,SJM,,0000091419,SJM,,,2022-08-30
0000091419-22-000110,2048959,Common Shares,,6930.0,,,I,,By Daughter,F1,30-AUG-2022,29-AUG-2022,,,0,,,4,91419,J M SMUCKER Co,SJM,,0000091419,SJM,,,2022-08-30
0000091419-22-000110,2048958,Common Shares,,8904.0,,,I,,By Son,F1,30-AUG-2022,29-AUG-2022,,,0,,,4,91419,J M SMUCKER Co,SJM,,0000091419,SJM,,,2022-08-30
0000091419-22-000110,2048957,Common Shares,,3469.0,,,I,,By Wife,F1,30-AUG-2022,29-AUG-2022,,,0,,,4,91419,J M SMUCKER Co,SJM,,0000091419,SJM,,,2022-08-30
0000091419-22-000110,2048956,Common Shares,,6580.0,,,I,,By 401(k),,30-AUG-2022,29-AUG-2022,,,0,,,4,91419,J M SMUCKER Co,SJM,,0000091419,SJM,,,2022-08-30
0000091419-22-000110,2048955,Common Shares,,18529.0,,,I,,by GRAT (2020),,30-AUG-2022,29-AUG-2022,,,0,,,4,91419,J M SMUCKER Co,SJM,,0000091419,SJM,,,2022-08-30
0001209191-22-048014,2049007,Common Stock,,61679.0,,,I,,Through Trust,,30-AUG-2022,26-AUG-2022,,,0,,,4,1402436,SS&C Technologies Holdings Inc,SSNC,,0001402436,SSNC,,,2022-08-30
0001104659-22-096103,2049073,"Common Stock, $0.01 par value per share",,295885.0,,,D,,,,30-AUG-2022,26-AUG-2022,,,0,,,4,1136294,Williams Industrial Services Group Inc.,WLMS,,0001136294,,,,2022-08-30
0001225208-22-009859,2048907,Common Stock,,3000.0,,,I,,by Sanfilippo Family Trust,,30-AUG-2022,26-AUG-2022,,,,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0001225208-22-009855,2049016,Common Stock,,174.0,,,I,,By Spouse,,30-AUG-2022,26-AUG-2022,,,,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0001225208-22-009854,2049141,Common Stock,,75000.0,,,I,,By Children's Trust,,30-AUG-2022,26-AUG-2022,,,,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0001225208-22-009854,2049142,Common Stock,,37498.85,,,I,,By Spousal Trust,,30-AUG-2022,26-AUG-2022,,,,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2022-08-30
0001477932-22-006534,2049026,Common Stock,,50000.0,,,I,,Held in the name of the Halamuda Family Trust,,30-AUG-2022,29-AUG-2022,,0.0,,,,3,1892480,"Hempacco Co., Inc.",HPCO,,0001892480,,,,2022-08-30
0001209191-22-048006,2048909,Common Stock,,5335.0,,,I,,See footnote,F7,30-AUG-2022,29-AUG-2022,,,0,,,4,1327567,Palo Alto Networks Inc,PANW,,0001327567,PANW,,,2022-08-30
0001213900-22-052321,2049039,Common Stock,,853747.0,,,I,,See footnote,F1,30-AUG-2022,26-AUG-2022,,,0,,,4,1527541,"Wheeler Real Estate Investment Trust, Inc.",WHLR,,0001527541,WHLRL,,,2022-08-30
0001213900-22-052321,2049040,Common Stock,,113814.0,,,I,,See footnote,F2,30-AUG-2022,26-AUG-2022,,,0,,,4,1527541,"Wheeler Real Estate Investment Trust, Inc.",WHLR,,0001527541,WHLRL,,,2022-08-30
0001213900-22-052321,2049041,Common Stock,,213775.0,,,I,,See footnote,F3,30-AUG-2022,26-AUG-2022,,,0,,,4,1527541,"Wheeler Real Estate Investment Trust, Inc.",WHLR,,0001527541,WHLRL,,,2022-08-30
0001209191-22-047998,2048933,Common Stock,,240819.0,,,I,,See footnote 2,F2,30-AUG-2022,29-AUG-2022,,,0,,,4,1338749,POTLATCHDELTIC CORP,PCH,William L. Driscoll Director,0001338749,PCH,,,2022-08-30
0001476765-22-000083,2049146,"Common Stock, par value $0.001 per share",,21291.0,,,I,,By Trusts,F1,30-AUG-2022,26-AUG-2022,,,0,,,4,1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,,0001476765,GBDC,,,2022-08-30
0001104659-22-096059,2049054,"Common Stock, par value $0.01 per share",,85331.92,,,I,,By Runway Growth Holdings LLC,F3,30-AUG-2022,29-AUG-2022,,,0,,,4,1653384,Runway Growth Finance Corp.,RWAY,"CFO, COO, Treasurer and Secretary",0001653384,RWAYZ,,,2022-08-30
0001214659-22-010732,2049101,Common Stock,,1658916.0,,,I,,"By Philou Ventures, LLC",F4,30-AUG-2022,29-AUG-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-08-30
0001214659-22-010732,2049102,Common Stock,,3408.0,,,I,,,,30-AUG-2022,29-AUG-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-08-30
0001214659-22-010732,2049099,13% Series D Cumulative Redeemable Perpetual Preferred Stock,,90033.0,,,I,,By Ault Alpha LP,F2,30-AUG-2022,29-AUG-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-08-30
0001214659-22-010732,2049100,Common Stock,,360292.0,,,D,,"By Ault & Company, Inc.",F3,30-AUG-2022,29-AUG-2022,,,,,,4,896493,"BitNile Holdings, Inc.",NILE,,0000896493,GPUS-PD,,,2022-08-30
0001062993-22-018872,2049045,Common Stock,,87.12,,,I,,Parker Retirement Savings Plan and Parker Savings Restoration Plan,,30-AUG-2022,26-AUG-2022,,,,,,4,76334,PARKER HANNIFIN CORP,PH,,0000076334,PH,,,2022-08-30
0001871648-22-000012,2049128,Common Stock,,86879.0,,,I,,Shares held by SFV Holdings LLC of which Mr. Sauermann is the President,,30-AUG-2022,30-AUG-2022,,,0,,,4,1471727,Better Choice Co Inc.,BTTR,,0001471727,SRXH,,,2022-08-30
0001209191-22-047993,2049025,Class A Common Stock,,12550.0,,,I,,By Trusts,F4,30-AUG-2022,29-AUG-2022,,,0,,,4,1384905,"RingCentral, Inc.",RNG,,0001384905,RNG,,,2022-08-30
0001209191-22-047993,2049024,Class A Common Stock,,12080.0,,,I,,By Trust,F3,30-AUG-2022,29-AUG-2022,,,0,,,4,1384905,"RingCentral, Inc.",RNG,,0001384905,RNG,,,2022-08-30
0001567619-22-016833,2049119,Common Stock,,370108.0,,,I,,By Gessow Family Trust,,30-AUG-2022,26-AUG-2022,,,0,,,4,1115128,Quotient Technology Inc.,QUOT,,0001115128,,,,2022-08-30
0001628280-22-023913,2049055,Common Stock,,100.0,,,I,,By wife,,30-AUG-2022,26-AUG-2022,,,0,,,4,1337619,"ENVESTNET, INC.",ENV,,0001337619,,,,2022-08-30
0001225208-22-009848,2048923,Common,,51471.04,F3,,I,,,,30-AUG-2022,26-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-30
0001225208-22-009848,2048921,Common,,20998.14,F3,,D,,By 401(k) Profit Sharing Plan,,30-AUG-2022,26-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-30
0001225208-22-009848,2048922,Common,,286.51,F3,,I,,Held in Trusts by Spouse and Children,,30-AUG-2022,26-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-30
0001225208-22-009847,2049043,Common,,114.81,F1,,I,,By 401(k) Profit Sharing Plan,,30-AUG-2022,26-AUG-2022,,,,,,4,55067,KELLOGG CO,K,,0000055067,K,,,2022-08-30
0001209191-22-047992,2049134,Common Stock,,351.22,F2,,I,,Held in trust pursuant to the Employee Stock Ownership Plan.,,30-AUG-2022,26-AUG-2022,,,0,,,4,922224,PPL Corp,PPL,,0000922224,,,,2022-08-30
