ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001415889-19-001506,261475,Common Stock,,,707.0,F2,,,D,,,,16-DEC-2019,03-DEC-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-12-16
0001415889-19-001506,261473,Common Stock,,,3173.0,,,,I,,By Spouse (Ernst Revocable Trust),,16-DEC-2019,03-DEC-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-12-16
0001415889-19-001506,261474,Common Stock,,,669.0,,,,I,,By Spouse (Thomas Ernst IRA),,16-DEC-2019,03-DEC-2019,,,,,,4,714395,"GERMAN AMERICAN BANCORP, INC.",GABC,,0000714395,GABC,,,2019-12-16
0001127602-19-034967,153423,Common Stock,,,133427.0,,,,I,,Marital Trust,,16-DEC-2019,12-DEC-2019,,,,,,4,1177394,SYNNEX CORP,SNX,,0001177394,SNX,,,2019-12-16
0001580888-19-000061,215130,Southwest Georgia Financial Corp,,,24184.0,,,,D,,,,16-DEC-2019,16-DEC-2019,,,1,,,4,315849,SOUTHWEST GEORGIA FINANCIAL CORP,SGB,,0000315849,,,,2019-12-16
0001562180-19-006087,234084,Class A Common,,,23486.0,,,,I,,Custodian for children under UGTMA,,16-DEC-2019,13-DEC-2019,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2019-12-16
0001562180-19-006087,234085,Class A Common,,,39300.0,,,,I,,By Foundation managed by Reporting Person,,16-DEC-2019,13-DEC-2019,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2019-12-16
0001562180-19-006087,234086,Class A Common,,,5000.0,,,,I,,By Trust as Trustee,,16-DEC-2019,13-DEC-2019,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2019-12-16
0001562180-19-006087,234083,Class A Common,,,44248.0,,,,I,,By LLC managed by spouse,,16-DEC-2019,13-DEC-2019,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2019-12-16
0001562180-19-006087,234087,Class A Common,,,3656.0,,,,I,,By spouse as custodian for children under UGTMA,,16-DEC-2019,13-DEC-2019,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2019-12-16
0001562180-19-006087,234088,Class A Common,,,2532.0,,,,I,,By spouse in trust for children,,16-DEC-2019,13-DEC-2019,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2019-12-16
0001543407-19-000072,232085,Common Stock,,,26064.0,,,,I,,By GRAT,,16-DEC-2019,12-DEC-2019,,,,,,4,10795,BECTON DICKINSON & CO,BDX,,0000010795,BDX,,,2019-12-16
0001543407-19-000072,232086,Common Stock,,,10645.0,F2,,,I,,SIP Trust,,16-DEC-2019,12-DEC-2019,,,,,,4,10795,BECTON DICKINSON & CO,BDX,,0000010795,BDX,,,2019-12-16
0001543407-19-000071,232502,Common Stock,,,52.0,F1,,,I,,401(k) Trust,,16-DEC-2019,13-DEC-2019,,,,,,4,10795,BECTON DICKINSON & CO,BDX,,0000010795,BDX,,,2019-12-16
0001543407-19-000070,129250,Common Stock,,,52.0,F2,,,I,,401(k) Trust,,16-DEC-2019,26-NOV-2019,27-NOV-2019,,,,,4/A,10795,BECTON DICKINSON & CO,BDX,,0000010795,BDX,,,2019-12-16
0001104659-19-072725,150674,"Common stock, par value $0.01 per share",,,107000001.0,,,,I,,See Footnote,F2,16-DEC-2019,16-DEC-2019,,,0,,,4,1623925,Antero Midstream Corp,AM,,0001623925,AM,,,2019-12-16
0000899243-19-029179,192567,Common Stock,,,2017372.0,F4,,,I,,By LeBow Epsilon 2001 Limited Partnership,F7,13-DEC-2019,11-DEC-2019,,,0,,,4,59440,VECTOR GROUP LTD,VGR,"Exhibit 24 - Power of Attorney (previously filed as Exhibit 24 to Form 4 dated September 16, 2014, which is dated September 17, 2014.)",0000059440,,,,2019-12-13
0000899243-19-029179,192566,Common Stock,,,2174455.0,F4,,,D,,By LeBow Alpha LLLP,F6,13-DEC-2019,11-DEC-2019,,,0,,,4,59440,VECTOR GROUP LTD,VGR,"Exhibit 24 - Power of Attorney (previously filed as Exhibit 24 to Form 4 dated September 16, 2014, which is dated September 17, 2014.)",0000059440,,,,2019-12-13
0000899243-19-029179,192568,Common Stock,,,203274.0,F4,,,I,,,,13-DEC-2019,11-DEC-2019,,,0,,,4,59440,VECTOR GROUP LTD,VGR,"Exhibit 24 - Power of Attorney (previously filed as Exhibit 24 to Form 4 dated September 16, 2014, which is dated September 17, 2014.)",0000059440,,,,2019-12-13
0001213900-19-026186,126658,Common Stock,,,22320.0,,,,I,,De Mi Amor 11/23/2010 (Trust),F2,13-DEC-2019,12-DEC-2019,,,0,,,4,1513525,"ADIAL PHARMACEUTICALS, INC.",ADIL,,0001513525,ADIL,,,2019-12-13
0001213900-19-026186,126659,Common Stock,,,10000.0,,,,I,,Efunbowale Johnson,F3,13-DEC-2019,12-DEC-2019,,,0,,,4,1513525,"ADIAL PHARMACEUTICALS, INC.",ADIL,,0001513525,ADIL,,,2019-12-13
0001213900-19-026186,126660,Common Stock,,,4650.0,,,,I,,Ade Johnson,F3,13-DEC-2019,12-DEC-2019,,,0,,,4,1513525,"ADIAL PHARMACEUTICALS, INC.",ADIL,,0001513525,ADIL,,,2019-12-13
0001213900-19-026186,126662,Common Stock,,,1395.0,,,,I,,Lina Tiouririne,F3,13-DEC-2019,12-DEC-2019,,,0,,,4,1513525,"ADIAL PHARMACEUTICALS, INC.",ADIL,,0001513525,ADIL,,,2019-12-13
0001213900-19-026186,126663,Common Stock,,,930.0,,,,I,,Aida Tiouririne,F3,13-DEC-2019,12-DEC-2019,,,0,,,4,1513525,"ADIAL PHARMACEUTICALS, INC.",ADIL,,0001513525,ADIL,,,2019-12-13
0001213900-19-026186,126664,Common Stock,,,930.0,,,,I,,,,13-DEC-2019,12-DEC-2019,,,0,,,4,1513525,"ADIAL PHARMACEUTICALS, INC.",ADIL,,0001513525,ADIL,,,2019-12-13
0001213900-19-026186,126657,Common Stock,,,93000.0,,,,I,,En Fideicomiso De Mis Suenos 11/23/2010 (Trust),F2,13-DEC-2019,12-DEC-2019,,,0,,,4,1513525,"ADIAL PHARMACEUTICALS, INC.",ADIL,,0001513525,ADIL,,,2019-12-13
0001213900-19-026186,126656,Common Stock,,,40463.0,,,,I,,"En Fidecomiso de Todos Mis Suenos Grantor Retained Annuity Trust dated June 27, 2017",F2,13-DEC-2019,12-DEC-2019,,,0,,,4,1513525,"ADIAL PHARMACEUTICALS, INC.",ADIL,,0001513525,ADIL,,,2019-12-13
0001213900-19-026186,126655,Common Stock,,,351055.0,,,,D,,"Medico-Trans Company, LLC",F1,13-DEC-2019,12-DEC-2019,,,0,,,4,1513525,"ADIAL PHARMACEUTICALS, INC.",ADIL,,0001513525,ADIL,,,2019-12-13
0001213900-19-026186,126661,Common Stock,,,1395.0,,,,I,,Lola Johnson,F3,13-DEC-2019,12-DEC-2019,,,0,,,4,1513525,"ADIAL PHARMACEUTICALS, INC.",ADIL,,0001513525,ADIL,,,2019-12-13
0001192482-19-000523,252549,Common Stock,,,1375299.0,,,,I,,"By KVM Holdings, LLC",F3,13-DEC-2019,11-DEC-2019,,,,,,4,1372299,"Ocugen, Inc.",OCGN,,0001372299,OCGN,,,2019-12-13
0001596532-19-000266,264254,Common Stock,,,61892.0,,,,I,,,,13-DEC-2019,11-DEC-2019,,,0,,,4,1596532,"Arista Networks, Inc.",ANET,,0001596532,ANET,,,2019-12-13
0001596532-19-000266,264253,Common Stock,,,3987.0,,,,D,,By Childrens' Trust,F12,13-DEC-2019,11-DEC-2019,,,0,,,4,1596532,"Arista Networks, Inc.",ANET,,0001596532,ANET,,,2019-12-13
0001387131-19-009544,240931,Class A Common Stock,,,21961.0,,,,D,,,,13-DEC-2019,11-DEC-2019,,,0,,,4,1698990,Magnolia Oil & Gas Corp,MGY,"(6) Michael LaGatta is signing on behalf of Mr. MacDougall pursuant to the authorization and designation letter dated April 28, 2017, which was previously filed with the Commission.",0001698990,MGY,,,2019-12-13
0001209191-19-060533,137077,Common Stock,,,109962.0,,,,I,,See footnote,F5,13-DEC-2019,13-DEC-2019,,,0,,,4,1145057,"FORESCOUT TECHNOLOGIES, INC",FSCT,,0001145057,,,,2019-12-13
0001209191-19-060531,250455,Common Stock,,,1376.0,,,,I,,See footnote,F5,13-DEC-2019,13-DEC-2019,,,0,,,4,1510487,Principia Biopharma Inc.,PRNB,,0001510487,,,,2019-12-13
0001381752-19-000026,135953,Class A Common Stock,,,665809.0,,,,I,,"By Madrona Venture Fund IV, L.P.",F4,13-DEC-2019,11-DEC-2019,,,0,,,4,1366561,SMARTSHEET INC,SMAR,,0001366561,,,,2019-12-13
0001381752-19-000026,135952,Class A Common Stock,,,127134.0,,,,I,,"By Madrona Venture Fund III-A, L.P.",F3,13-DEC-2019,11-DEC-2019,,,0,,,4,1366561,SMARTSHEET INC,SMAR,,0001366561,,,,2019-12-13
0001381752-19-000026,135951,Class A Common Stock,,,3182606.0,,,,I,,"By Madrona Venture Fund III, L.P.",F3,13-DEC-2019,11-DEC-2019,,,0,,,4,1366561,SMARTSHEET INC,SMAR,,0001366561,,,,2019-12-13
0001381752-19-000026,135954,Class A Common Stock,,,16967.0,,,,I,,"By Madrona Venture Fund IV-A, L.P.",F4,13-DEC-2019,11-DEC-2019,,,0,,,4,1366561,SMARTSHEET INC,SMAR,,0001366561,,,,2019-12-13
0001186747-19-000067,157321,Common Stock,,,20500.0,,,,I,,By Spouse,,13-DEC-2019,13-DEC-2019,,,,,,4,906553,BOYD GAMING CORP,BYD,,0000906553,BYD,,,2019-12-13
0001593968-19-002322,135520,Common Stock,,,119476.71,"F2, F1",,,D,,Family Trust,,13-DEC-2019,11-DEC-2019,,,,,,4,1338749,POTLATCHDELTIC CORP,PCH,,0001338749,PCH,,,2019-12-13
0001593968-19-002322,135521,Common Stock,,,126212.0,"F2, F1",,,I,,,,13-DEC-2019,11-DEC-2019,,,,,,4,1338749,POTLATCHDELTIC CORP,PCH,,0001338749,PCH,,,2019-12-13
0001271163-19-000082,265009,"Common Stock, Par Value $0.001",,,10000.0,,,,I,,MJG IV Limited Partnership,F3,13-DEC-2019,11-DEC-2019,,,0,,,4,845611,GABELLI CONVERTIBLE & INCOME SECURITIES FUND INC,GCV,,0000845611,GCV,,,2019-12-13
0001271163-19-000082,265010,"Common Stock, Par Value $0.001",,,340413.0,,,,I,,"Associated Capital Group, Inc.",F4,13-DEC-2019,11-DEC-2019,,,0,,,4,845611,GABELLI CONVERTIBLE & INCOME SECURITIES FUND INC,GCV,,0000845611,GCV,,,2019-12-13
0001271163-19-000082,265007,"Common Stock, Par Value $0.001",,,1150732.0,,,,I,,"GGCP, Inc.",F1,13-DEC-2019,11-DEC-2019,,,0,,,4,845611,GABELLI CONVERTIBLE & INCOME SECURITIES FUND INC,GCV,,0000845611,GCV,,,2019-12-13
0001271163-19-000082,265008,"Common Stock, Par Value $0.001",,,17575.0,,,,I,,"Gabelli & Company Investment Advisers, Inc.",F2,13-DEC-2019,11-DEC-2019,,,0,,,4,845611,GABELLI CONVERTIBLE & INCOME SECURITIES FUND INC,GCV,,0000845611,GCV,,,2019-12-13
0001127602-19-034962,139518,Common Shares,,,337.76,,,,I,,401(K),F2,13-DEC-2019,11-DEC-2019,,,,,,4,91419,J M SMUCKER Co,SJM,,0000091419,SJM,,,2019-12-13
0001209191-19-060517,139679,Common Stock,,,20377.0,F5,,,I,,By 401(k) plan,,13-DEC-2019,11-DEC-2019,,,0,,,4,4127,"SKYWORKS SOLUTIONS, INC.",SWKS,,0000004127,SWKS,,,2019-12-13
0001209191-19-060514,167897,Ordinary Shares,,,84271.0,,,,I,,By Trust,F2,13-DEC-2019,12-DEC-2019,,,0,,,4,1408710,Fabrinet,FN,,0001408710,FN,,,2019-12-13
0001071739-19-000188,212774,Common Stock,,,9260.0,,,,I,,See Footnote,F3,13-DEC-2019,11-DEC-2019,,,0,,,4,1071739,CENTENE CORP,CNC,,0001071739,CNC,,,2019-12-13
0001744489-19-000247,168408,Disney Common Stock,,,100.0,,,,I,,By Spouse in IRA,,13-DEC-2019,11-DEC-2019,,,0,,,4,1744489,Walt Disney Co,DIS,,0001744489,DIS,Communication Services,Entertainment,2019-12-13
0001744489-19-000247,168407,Disney Common Stock,,,282.96,F2,,,I,,By 401(k),,13-DEC-2019,11-DEC-2019,,,0,,,4,1744489,Walt Disney Co,DIS,,0001744489,DIS,Communication Services,Entertainment,2019-12-13
0000899243-19-029175,144037,Common Stock,,,189187.0,,,,I,,"By Gotham Green Fund II, L.P.",F1,13-DEC-2019,21-NOV-2019,,0.0,,,,3,1604868,GrowGeneration Corp.,GRWG,,0001604868,GRWG,,,2019-12-13
0000899243-19-029175,144036,Common Stock,,,1101135.0,,,,I,,"By Gotham Green Fund I1 (Q), L.P.",F1,13-DEC-2019,21-NOV-2019,,0.0,,,,3,1604868,GrowGeneration Corp.,GRWG,,0001604868,GRWG,,,2019-12-13
0000899243-19-029175,144035,Common Stock,,,749906.0,,,,I,,"By Gotham Green Fund 1, L.P.",F1,13-DEC-2019,21-NOV-2019,,0.0,,,,3,1604868,GrowGeneration Corp.,GRWG,,0001604868,GRWG,,,2019-12-13
0000899243-19-029175,144034,Common Stock,,,3000094.0,,,,I,,"By Gotham Green Fund 1 (Q), L.P.",F1,13-DEC-2019,21-NOV-2019,,0.0,,,,3,1604868,GrowGeneration Corp.,GRWG,,0001604868,GRWG,,,2019-12-13
0000076605-19-000154,241922,Common Stock,,,52500.0,,,,I,,Held by family members living in household,,13-DEC-2019,11-DEC-2019,,,0,,,4,76605,PATRICK INDUSTRIES INC,PATK,,0000076605,PATK,,,2019-12-13
0001490281-19-000109,199112,Common Stock,,,13826960.0,,,,I,,By Lefkofsky Family 2018 GRAT,F5,13-DEC-2019,11-DEC-2019,,,0,,,4,1490281,"Groupon, Inc.",GRPN,,0001490281,GRPN,,,2019-12-13
0001490281-19-000109,199113,Common Stock,,,1617952.0,F6,,,D,,,,13-DEC-2019,11-DEC-2019,,,0,,,4,1490281,"Groupon, Inc.",GRPN,,0001490281,GRPN,,,2019-12-13
0001490281-19-000109,199111,Common Stock,,,15000000.0,,,,I,,By Lefkofsky Family 2019 GRAT,F4,13-DEC-2019,11-DEC-2019,,,0,,,4,1490281,"Groupon, Inc.",GRPN,,0001490281,GRPN,,,2019-12-13
0001483353-19-000001,242969,Common Shares,,,2000.0,,,,D,,,,13-DEC-2019,14-DEC-2017,19-DEC-2017,0.0,,,,3/A,1557523,Principal Real Estate Income Fund,PGZ,,0001557523,PGZ,,,2019-12-13
0001209191-19-060505,137989,Diodes Incorporated Common Stock - Performance Stock Units,,,39861.0,,,,D,,,,13-DEC-2019,11-DEC-2019,,,0,,,4,29002,DIODES INC /DEL/,DIOD,,0000029002,DIOD,,,2019-12-13
0001562180-19-006086,222103,Class A Common Stock,,,1090078.0,,,,I,,By Ted Atsinger Irreovcable Trust,F5,13-DEC-2019,11-DEC-2019,,,false,,,4,1050606,"SALEM MEDIA GROUP, INC. /DE/",SALM,,0001050606,SALM,,,2019-12-13
0001562180-19-006086,222102,Class A Common Stock,,,3499324.0,,,,I,,By Atsinger Family Trust,F4,13-DEC-2019,11-DEC-2019,,,false,,,4,1050606,"SALEM MEDIA GROUP, INC. /DE/",SALM,,0001050606,SALM,,,2019-12-13
0001562180-19-006086,222101,Class A Common Stock,,,25000.0,,,,I,,By Atsinger 1999 Charitable Remainder Trust,F3,13-DEC-2019,11-DEC-2019,,,false,,,4,1050606,"SALEM MEDIA GROUP, INC. /DE/",SALM,,0001050606,SALM,,,2019-12-13
0001209191-19-060504,138195,Diodes Incorporated Common Stock - Performance Stock Units,,,53214.0,,,,D,,,,13-DEC-2019,11-DEC-2019,,,0,,,4,29002,DIODES INC /DEL/,DIOD,,0000029002,DIOD,,,2019-12-13
0001209191-19-060503,229959,Diodes Incorporated Common Stock,,,46150.0,F4,,,I,,Custodial,,13-DEC-2019,12-DEC-2019,,,0,,,4,29002,DIODES INC /DEL/,DIOD,,0000029002,DIOD,,,2019-12-13
0001209191-19-060503,229963,Diodes Incorporated Common Stock - Performance Stock Units,,,184905.0,,,,D,,,,13-DEC-2019,12-DEC-2019,,,0,,,4,29002,DIODES INC /DEL/,DIOD,,0000029002,DIOD,,,2019-12-13
0001209191-19-060503,229962,Diodes Incorporated Common Stock,,,4700.0,,,,I,,The Lu 2017 Irrevocable Trust,,13-DEC-2019,12-DEC-2019,,,0,,,4,29002,DIODES INC /DEL/,DIOD,,0000029002,DIOD,,,2019-12-13
0001209191-19-060503,229961,Diodes Incorporated Common Stock,,,20000.0,,,,I,,The Lu Family Foundation,,13-DEC-2019,12-DEC-2019,,,0,,,4,29002,DIODES INC /DEL/,DIOD,,0000029002,DIOD,,,2019-12-13
0001209191-19-060503,229960,Diodes Incorporated Common Stock,,,700000.0,,,,I,,Lu Grandchildren's Trust,,13-DEC-2019,12-DEC-2019,,,0,,,4,29002,DIODES INC /DEL/,DIOD,,0000029002,DIOD,,,2019-12-13
0001209191-19-060502,230852,Diodes Incorporated Common Stock - Performance Stock Units,,,41316.0,,,,D,,,,13-DEC-2019,12-DEC-2019,,,0,,,4,29002,DIODES INC /DEL/,DIOD,,0000029002,DIOD,,,2019-12-13
0001437749-19-024449,198480,No securities are beneficially owned.,,,0.0,,,,D,,,,13-DEC-2019,11-DEC-2019,,0.0,,,,3,1220754,PROVIDENCE SERVICE CORP,PRSC,,0001220754,MODV,,,2019-12-13
0001225208-19-015819,266928,Common Stock,,,82.06,,,,I,,By 401k,,13-DEC-2019,11-DEC-2019,,,,,,4,91767,SONOCO PRODUCTS CO,SON,,0000091767,SON,,,2019-12-13
0001225208-19-015816,132139,Common Stock,,,600.0,,,,I,,"Life's Requite, Inc.",F4,13-DEC-2019,12-DEC-2019,,,,,,4,898293,JABIL INC,JBL,,0000898293,JBL,,,2019-12-13
0001225208-19-015816,132138,Common Stock,,,198788.0,,,,D,,By Spouse,F3,13-DEC-2019,12-DEC-2019,,,,,,4,898293,JABIL INC,JBL,,0000898293,JBL,,,2019-12-13
0001225208-19-015816,132140,Common Stock,,,315325.0,,,,I,,,,13-DEC-2019,12-DEC-2019,,,,,,4,898293,JABIL INC,JBL,,0000898293,JBL,,,2019-12-13
0001439288-19-000148,237239,Common Stock,,,1200.0,,,,I,,By SEP IRA,,13-DEC-2019,12-DEC-2019,,,0,,,4,1439288,Rexnord Corp,RXN,,0001439288,ZWS,,,2019-12-13
0001439288-19-000148,237238,Common Stock,,,3775.0,,,,I,,By 401(k) Plan,F2,13-DEC-2019,12-DEC-2019,,,0,,,4,1439288,Rexnord Corp,RXN,,0001439288,ZWS,,,2019-12-13
0001225208-19-015814,186833,Common Stock,,,11930.0,,,,I,,By Wife,F2,13-DEC-2019,12-DEC-2019,,,,,,4,898293,JABIL INC,JBL,,0000898293,JBL,,,2019-12-13
0001237899-19-000038,130641,Common Stock,,,2284.0,,,,I,,by 2018 GRAT,,13-DEC-2019,11-DEC-2019,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2019-12-13
0001237899-19-000038,130638,Common Stock,,,1401.0,,,,I,,By 401(k) Plan,,13-DEC-2019,11-DEC-2019,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2019-12-13
0001237899-19-000038,130640,Common Stock,,,509.0,,,,I,,by 2017 GRAT,,13-DEC-2019,11-DEC-2019,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2019-12-13
0001237899-19-000038,130639,Common Stock,,,1897.0,,,,I,,By Trust,F8,13-DEC-2019,11-DEC-2019,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2019-12-13
0001019056-19-000668,230157,Common Stock,,,16393.0,,,,I,,Alexis P. Michas,F2,13-DEC-2019,11-DEC-2019,,,0,,,4,1286613,LINCOLN EDUCATIONAL SERVICES CORP,LINC,,0001286613,LINC,,,2019-12-13
0001186747-19-000066,195303,Common Stock,,,47125.0,,,,I,,By Trust,F3,13-DEC-2019,12-DEC-2019,,,,,,4,906553,BOYD GAMING CORP,BYD,,0000906553,BYD,,,2019-12-13
0001237899-19-000037,152352,Common Stock,,,83652.0,,,,I,,by Spouse as Trustee,,13-DEC-2019,11-DEC-2019,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2019-12-13
0001237899-19-000037,152350,Common Stock,,,2326.0,,,,I,,By 401(k) Plan,,13-DEC-2019,11-DEC-2019,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2019-12-13
0001237899-19-000037,152351,Common Stock,,,144897.0,,,,I,,by CLAT,,13-DEC-2019,11-DEC-2019,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2019-12-13
0001237899-19-000037,152353,Common Stock,,,1203.0,,,,I,,by trust for grandch,F9,13-DEC-2019,11-DEC-2019,,,0,,,4,872589,"REGENERON PHARMACEUTICALS, INC.",REGN,,0000872589,REGN,,,2019-12-13
0001117297-19-000091,229725,Common Stock,,,6903.0,,,,I,,by Son,F3,13-DEC-2019,11-DEC-2019,,,0,,,4,1117297,"QUINSTREET, INC",QNST,,0001117297,QNST,,,2019-12-13
0001117297-19-000091,229726,Common Stock,,,4074272.0,,,,I,,by Trust,,13-DEC-2019,11-DEC-2019,,,0,,,4,1117297,"QUINSTREET, INC",QNST,,0001117297,QNST,,,2019-12-13
0001415889-19-001504,167925,"Common Stock, Par Value $0.0001 per Share",,,1000000.0,,,,D,"F2, F3, F5",,,13-DEC-2019,11-DEC-2019,,,,,,4,1552189,"Exactus, Inc.",EXDI,,0001552189,PLSH,,,2019-12-13
0001654954-19-013926,226595,Common Stock,,,3000.0,,,,I,,By spouse,,13-DEC-2019,12-DEC-2019,,,,,,4,1141197,PEDEVCO CORP,PED,"See the Powers of Attorney filed as Exhibits 24.1 and 24.2, to the Form 4 filed by the Reporting Persons on June 19, 2019.",0001141197,PED,,,2019-12-13
0001654954-19-013926,226594,Common Stock,,,51791325.0,,,,I,,Through SK Energy LLC,,13-DEC-2019,12-DEC-2019,,,,,,4,1141197,PEDEVCO CORP,PED,"See the Powers of Attorney filed as Exhibits 24.1 and 24.2, to the Form 4 filed by the Reporting Persons on June 19, 2019.",0001141197,PED,,,2019-12-13
0001179110-19-012747,214012,Common Stock,,,0.0,,,,D,,,,13-DEC-2019,09-DEC-2019,,0.0,,,,3,1013880,"TTEC Holdings, Inc.",TTEC,Exhibit List - Exhibit 24 - Power of Attorney,0001013880,TTEC,,,2019-12-13
0001654954-19-013924,240863,Common stock,,,5734.0,,,,I,,By minor children,F3,13-DEC-2019,12-DEC-2019,,,,,,4,1141197,PEDEVCO CORP,PED,,0001141197,PED,,,2019-12-13
0001209191-19-060465,191588,Common Shares,F1,,7473.0,F3,,,D,,By Revocable Trust,F4,13-DEC-2019,11-DEC-2019,,,0,,,4,1345126,Compass Diversified Holdings,CODI,"(a) Mr. Burns is a Director of the Company, Sponsor of the Trust.",0001345126,CODI-PC,,,2019-12-13
0001209191-19-060465,191589,Series B Preferred,F5,,10250.0,,,,I,,,,13-DEC-2019,11-DEC-2019,,,0,,,4,1345126,Compass Diversified Holdings,CODI,"(a) Mr. Burns is a Director of the Company, Sponsor of the Trust.",0001345126,CODI-PC,,,2019-12-13
0000921895-19-002995,160295,"Common Stock, $0.001 par value",F1,,2500434.0,,,,D,,By PW Partners Atlas Fund III LP,F2,13-DEC-2019,11-DEC-2019,,,0,,,4,1281774,TOWN SPORTS INTERNATIONAL HOLDINGS INC,CLUB,,0001281774,,,,2019-12-13
0000921895-19-002995,160296,"Common Stock, $0.001 par value",F1,,1271182.0,,,,I,,,,13-DEC-2019,11-DEC-2019,,,0,,,4,1281774,TOWN SPORTS INTERNATIONAL HOLDINGS INC,CLUB,,0001281774,,,,2019-12-13
0001104659-19-072637,158258,"Common Stock, par value $0.001 per share",,,301601.0,,,,I,,See footnote,F3,13-DEC-2019,13-DEC-2019,,,0,,,4,1552198,"WhiteHorse Finance, Inc.",WHF,,0001552198,WHFCL,,,2019-12-13
0000930420-19-000294,175393,Common Stock,,,166510.0,F3,,,D,,,,13-DEC-2019,11-DEC-2019,,,0,,,4,930420,KFORCE INC,KFRC,,0000930420,KFRC,,,2019-12-13
0001209191-19-060460,173594,Class A Common Stock,,,19236.0,,,,D,,,,13-DEC-2019,03-DEC-2019,,0.0,,,,3,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,"Mr. Shilige was appointed an officer of Cognizant Technology Solutions Corporation on December 3, 2019.  Exhibit List:  Exhibit 24 - Power of Attorney",0001058290,CTSH,,,2019-12-13
0001104659-19-072633,219148,"Common Stock, par value $0.001 per share",,,284130.0,,,,I,,See footnote,F3,13-DEC-2019,13-DEC-2019,,,0,,,4,1552198,"WhiteHorse Finance, Inc.",WHF,,0001552198,WHFCL,,,2019-12-13
0001104659-19-072633,219149,"Common Stock, par value $0.001 per share",,,6338.0,,,,D,,,,13-DEC-2019,13-DEC-2019,,,0,,,4,1552198,"WhiteHorse Finance, Inc.",WHF,,0001552198,WHFCL,,,2019-12-13
0001562180-19-006078,212805,Common Stock,,,292990.0,,,,I,,By J.P. Gardner Irrevocable Trust,,13-DEC-2019,10-DEC-2019,,,false,,,4,1690585,"Magenta Therapeutics, Inc.",MGTA,President and Chief Executive Officer,0001690585,DNTH,,,2019-12-13
0001562180-19-006078,212806,Common Stock,,,359092.0,,,,I,,By P.S. Gardner Irrevocable Trust,,13-DEC-2019,10-DEC-2019,,,false,,,4,1690585,"Magenta Therapeutics, Inc.",MGTA,President and Chief Executive Officer,0001690585,DNTH,,,2019-12-13
0001209191-19-060459,209756,Common Stock,,,68000.0,F1,,,I,,By Spouse,,13-DEC-2019,13-DEC-2019,,,0,,,4,36029,FIRST FINANCIAL BANKSHARES INC,FFIN,,0000036029,FFIN,,,2019-12-13
0001209191-19-060458,257489,Common Shares,,,345000.0,,,,I,,By Family Limited Partnership,,13-DEC-2019,11-DEC-2019,,,0,,,4,1273813,ASSURED GUARANTY LTD,AGO,,0001273813,AGO,,,2019-12-13
0001209191-19-060458,257487,Common Shares,,,9400.0,,,,I,,By Wife,,13-DEC-2019,11-DEC-2019,,,0,,,4,1273813,ASSURED GUARANTY LTD,AGO,,0001273813,AGO,,,2019-12-13
0001209191-19-060458,257488,Common Shares,,,200.0,,,,I,,By Daughter,,13-DEC-2019,11-DEC-2019,,,0,,,4,1273813,ASSURED GUARANTY LTD,AGO,,0001273813,AGO,,,2019-12-13
