ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001209191-21-053548,1952930,Class A Common Stock,,,105532.0,,,I,,See Footnote,F4,26-AUG-2021,24-AUG-2021,,,0,,,4,1617553,"ZIPRECRUITER, INC.",ZIP,,0001617553,ZIP,,,2021-08-26
0001365916-21-000091,1953038,Common Stock,,,10316.0,,,I,,by The Steven R. Mills Trust,F2,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000090,1952919,Common Stock,,,938416.0,,,I,,"by Vivo Capital Surplus Fund VIII, L.P.",F2,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000090,1952920,Common Stock,,,711258.0,,,I,,"by Vivo Capital Fund IX, LP",F4,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000090,1952917,Common Stock,,,6796205.0,,,I,,"by Vivo Capital Fund VIII, L.P.",F2,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000090,1952921,Common Stock,,,8798.0,,,I,,by Vivo Capital LLC,F5,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000090,1952918,Common Stock,,,3187518.0,,,I,,"by Vivo Opportunity Fund, LP",F3,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000089,1953479,Common Stock,,,70156794.0,,,I,,"by Foris Ventures, LLC",F3,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000089,1953480,Common Stock,,,3333333.0,,,I,,"by Perrara Ventures, LLC",F4,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000089,1953481,Common Stock,,,248304.0,,,I,,"by Kleiner Perkins Caufield &amp; Byers XII, LLC",F5,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000089,1953482,Common Stock,,,9648.0,,,I,,"by Clarus, LLC",F3,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000089,1953484,Common Stock,,,567.0,,,I,,by The Vallejo Ventures Trust U/T/A 2/12/96,F7,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001365916-21-000089,1953483,Common Stock,,,4531.0,,,I,,"by KPCB XII Founders Fund, LLC",F6,26-AUG-2021,23-AUG-2021,25-AUG-2021,,0,,,4/A,1365916,"AMYRIS, INC.",AMRS,"The Form 4 filed by the Reporting Person on August 25, 2021 inadvertently excluded the Reporting Person's indirect holdings.",0001365916,,,,2021-08-26
0001062993-21-007983,1953008,Common Stock,,,5798394.0,,,I,,"By Madrona Venture Fund VI, LP",F4,26-AUG-2021,24-AUG-2021,,,,,,4,1808805,"Nautilus Biotechnology, Inc.",NAUT,,0001808805,NAUT,,,2021-08-26
0001062993-21-007983,1953009,Common Stock,,,222376.0,,,I,,"By Madrona Venture Fund VI-A, LP",F5,26-AUG-2021,24-AUG-2021,,,,,,4,1808805,"Nautilus Biotechnology, Inc.",NAUT,,0001808805,NAUT,,,2021-08-26
0000899243-21-034316,1953495,Class A Common Stock,,,73992.0,,,I,,See footnote,F5,26-AUG-2021,24-AUG-2021,,,0,,,4,1751008,Applovin Corp,APP,,0001751008,APP,,,2021-08-26
0000899243-21-034316,1953496,Class A Common Stock,,,73992.0,,,I,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1751008,Applovin Corp,APP,,0001751008,APP,,,2021-08-26
0000899243-21-034316,1953494,Class A Common Stock,,,1367500.0,F3,,D,,See footnote,F4,26-AUG-2021,24-AUG-2021,,,0,,,4,1751008,Applovin Corp,APP,,0001751008,APP,,,2021-08-26
0001104659-21-109905,1953158,Common Stock,,,100.0,,,I,,By Rexnord LLC,,26-AUG-2021,26-AUG-2021,,0.0,,,,3,1852597,"Land Newco, Inc.",NONE,Exhibit List,0001852597,,,,2021-08-26
0001567619-21-016385,1952993,Ordinary Shares,,,107500.0,,,I,,See footnote,F6,26-AUG-2021,25-AUG-2021,,,0,,,4,1704292,Zai Lab Ltd,ZLAB,,0001704292,ZLAB,,,2021-08-26
0000899243-21-034306,1952895,Common Stock,,,341434.0,,,I,,See Footnote,F2,26-AUG-2021,10-AUG-2021,,,0,,,4,1789972,"Cullinan Oncology, Inc.",CGEM,"Acting Chief Scientific Officer, Biologics",0001789972,CGEM,,,2021-08-26
0001775194-21-000004,1953186,Common Stock,,,2527778.0,F1,,D,,,,26-AUG-2021,26-AUG-2021,24-JUN-2021,0.0,,,,3/A,1775194,"GROVE, INC.",GRVI,,0001775194,UPXI,,,2021-08-26
0001726978-21-000165,1953224,Class B Common Stock,,,36396.0,,,I,,,,26-AUG-2021,26-AUG-2021,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,,0001726978,GSHD,,,2021-08-26
0001726978-21-000165,1953223,Class B Common Stock,,,36396.0,,,I,,,,26-AUG-2021,26-AUG-2021,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,,0001726978,GSHD,,,2021-08-26
0001726978-21-000165,1953222,Class A Common Stock,,,23131.0,,,D,,By Lyla Kate Colby 2014 Trust,F1,26-AUG-2021,26-AUG-2021,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,,0001726978,GSHD,,,2021-08-26
0001726978-21-000165,1953221,Class B Common Stock,,,427024.0,,,D,,By Preston Michael Colby 2014 Trust,F1,26-AUG-2021,26-AUG-2021,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,,0001726978,GSHD,,,2021-08-26
0000925421-21-000172,1953153,Common Stock,,,37255.0,F2,,I,,"By ABL, LLC",,26-AUG-2021,24-AUG-2021,,,,,,4,764897,"Broad Street Realty, Inc.",BRST,,0000764897,BRST,,,2021-08-26
0000925421-21-000172,1953152,Common Stock,,,29554.0,,,I,,Custodian of account for child,,26-AUG-2021,24-AUG-2021,,,,,,4,764897,"Broad Street Realty, Inc.",BRST,,0000764897,BRST,,,2021-08-26
0000072333-21-000210,1953297,Common Stock,,,53743.0,F1,,D,,,,26-AUG-2021,18-AUG-2021,,0.0,,,,3,72333,NORDSTROM INC,JWN,,0000072333,,,,2021-08-26
0001209191-21-053540,1953163,Common Stock,,,374697.0,,,D,,By spouse,F5,26-AUG-2021,24-AUG-2021,,,0,,,4,849145,Heritage Global Inc.,HGBL,,0000849145,HGBL,,,2021-08-26
0001209191-21-053540,1953164,Common Stock,,,47968.0,,,I,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,849145,Heritage Global Inc.,HGBL,,0000849145,HGBL,,,2021-08-26
0001179110-21-008445,1587589,Common Stock,,,164578.0,,,I,,McKim 2021 Annuity Trust,,26-AUG-2021,25-AUG-2021,,,0,,,4,822818,CLEAN HARBORS INC,CLH,,0000822818,CLH,,,2021-08-26
0001179110-21-008445,1587588,Common Stock,,,132317.0,,,I,,June 2020 GRAT,,26-AUG-2021,25-AUG-2021,,,0,,,4,822818,CLEAN HARBORS INC,CLH,,0000822818,CLH,,,2021-08-26
0001179110-21-008445,1587587,Common Stock,,,71304.0,,,I,,McKim 2020 Annuity Trust,,26-AUG-2021,25-AUG-2021,,,0,,,4,822818,CLEAN HARBORS INC,CLH,,0000822818,CLH,,,2021-08-26
0001209191-21-053533,1804986,Common Stock,,,11.0,,,I,,ESOP,,26-AUG-2021,25-AUG-2021,,,0,,,4,56701,KOSS CORP,KOSS,,0000056701,KOSS,,,2021-08-26
0001209191-21-053532,1627125,Common Stock,,,31.0,,,I,,ESOP,,26-AUG-2021,24-AUG-2021,,,0,,,4,56701,KOSS CORP,KOSS,,0000056701,KOSS,,,2021-08-26
0001209191-21-053529,1661487,Common Stock,,,119148.0,,,I,,ESOP,,26-AUG-2021,24-AUG-2021,,,0,,,4,56701,KOSS CORP,KOSS,,0000056701,KOSS,,,2021-08-26
0001209191-21-053529,1661488,Common Stock,,,1000885.0,,,I,,As co-trustee of Koss Family Trust,F4,26-AUG-2021,24-AUG-2021,,,0,,,4,56701,KOSS CORP,KOSS,,0000056701,KOSS,,,2021-08-26
0001209191-21-053529,1661486,Common Stock,,,707949.0,,,I,,As co-trustee of Nancy Koss Trust,F4,26-AUG-2021,24-AUG-2021,,,0,,,4,56701,KOSS CORP,KOSS,,0000056701,KOSS,,,2021-08-26
0001209191-21-053528,1619910,Common Stock,,,983800.0,,,I,,By family corporation,F4,26-AUG-2021,24-AUG-2021,,,0,,,4,56701,KOSS CORP,KOSS,,0000056701,KOSS,,,2021-08-26
0001209191-21-053528,1619909,Common Stock,,,157801.0,,,I,,ESOP,,26-AUG-2021,24-AUG-2021,,,0,,,4,56701,KOSS CORP,KOSS,,0000056701,KOSS,,,2021-08-26
0001209191-21-053528,1619908,Common Stock,,,707949.0,,,I,,As co-trustee of Nancy Koss Trust,F3,26-AUG-2021,24-AUG-2021,,,0,,,4,56701,KOSS CORP,KOSS,,0000056701,KOSS,,,2021-08-26
0001209191-21-053528,1619907,Common Stock,,,1000885.0,,,I,,As co-trustee of Koss Family Trust,F3,26-AUG-2021,24-AUG-2021,,,0,,,4,56701,KOSS CORP,KOSS,,0000056701,KOSS,,,2021-08-26
0001209191-21-053528,1619906,Common Stock,,,27000.0,,,I,,As co-trustee of trusts for children,F2,26-AUG-2021,24-AUG-2021,,,0,,,4,56701,KOSS CORP,KOSS,,0000056701,KOSS,,,2021-08-26
0001209191-21-053526,1905275,Class A Common Stock,,,100806.0,,,I,,See footnote,F2,26-AUG-2021,24-AUG-2021,,,0,,,4,1720592,Repay Holdings Corp,RPAY,"The Reporting Person disclaims beneficial ownership of any securities reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0001720592,RPAY,,,2021-08-26
0000028917-21-000191,1593733,Common Class A - Retirement Plan,,,8063.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000190,1514565,Common Class A - Retirement Plan,,,8302.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000189,1679327,Common Class A - Retirement Plan,,,12036.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000188,1866772,Common Class A - Retirement Plan,,,9845.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000187,1895013,Common Class A,,,187300.0,F1,,I,,See Footnote,F2,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000187,1895012,Common Class A - Retirement Plan,,,15302.0,,,D,,See Footnote,F1,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000187,1895014,Common Class A,,,15355.0,F2,,I,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0001214659-21-009034,1484425,Common Stock,,,1101.0,,,I,,by Spouse,,26-AUG-2021,26-AUG-2021,,,,,,4,1280452,MONOLITHIC POWER SYSTEMS INC,MPWR,,0001280452,MPWR,,,2021-08-26
0000028917-21-000186,1628873,Common Class A - Retirement Plan,,,5552.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000185,1622007,Common Class A - Retirement Plan,,,18614.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000796343-21-000194,1761668,Common Stock,,,667.0,,,I,,Trust,F2,26-AUG-2021,25-AUG-2021,,,0,,,4,796343,ADOBE INC.,ADBE,,0000796343,ADBE,,,2021-08-26
0001209191-21-053521,1779818,Common Stock,,,4222285.0,,,I,,See footnote,F1,26-AUG-2021,24-AUG-2021,,0.0,,,,3,310142,SENSIENT TECHNOLOGIES CORP,SXT,Exhibit List Exhibit 24.1 - Power of Attorney Exhibit 24.2 - Power of Attorney Exhibit 24.3 - Power of Attorney,0000310142,SXT,,,2021-08-26
0001240085-21-000038,1662463,Common Stock,,,58361.0,,,D,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,860731,TYLER TECHNOLOGIES INC,TYL,,0000860731,TYL,,,2021-08-26
0001209191-21-053513,1606469,Common Stock,,,258727.0,,,I,,"By Capia IP, LLC",,26-AUG-2021,24-AUG-2021,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2021-08-26
0001209191-21-053513,1606470,Common Stock,,,302324.0,,,I,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2021-08-26
0001209191-21-053513,1606468,Common Stock,,,1441508.0,,,D,,By Jay Short 2020 Irrevocable Gift Trust,,26-AUG-2021,24-AUG-2021,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2021-08-26
0001209191-21-053513,1606467,Common Stock,,,258727.0,,,I,,By Carolyn Short 2020 Irrevocable Gift Trust,,26-AUG-2021,24-AUG-2021,,,0,,,4,1826892,"BioAtla, Inc.",BCAB,,0001826892,BCAB,,,2021-08-26
0001831231-21-000013,1872677,Common Stock,,,6314.0,,,I,,By Trust,F2,26-AUG-2021,24-AUG-2021,,,0,,,4,1009759,Capstone Green Energy Corp,CGRN,,0001009759,CGEH,,,2021-08-26
0000028917-21-000184,1624753,Common Class A,,,7300.0,F1,,I,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000184,1624752,Common Class A - Retirement Plan,,,25261.0,,,D,,See Footnote,F1,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000183,1545215,Common Class A,,,7300.0,F2,,I,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2021-08-26
0000028917-21-000183,1545213,Common Class A - Retirement Plan,,,40820.0,,,D,,See Footnote,F1,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2021-08-26
0000028917-21-000183,1545214,Common Class A,,,41496.0,F1,,I,,See Footnote,F2,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2021-08-26
0000028917-21-000182,1726673,Common Class A,,,36500.0,F3,,I,,See Footnote,F3,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2021-08-26
0000028917-21-000182,1726671,Common Class A,,,41496.0,F1,,I,,See Footnote,F1,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2021-08-26
0000028917-21-000182,1726672,Common Class A,,,7300.0,F2,,I,,See Footnote,F2,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2021-08-26
0000028917-21-000181,1500931,Common Class A - Retirement Plan,,,440.0,,,D,,See Footnote,F1,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2021-08-26
0000028917-21-000181,1500932,Common Class A,,,41496.0,F1,,I,,See Footnote,F2,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2021-08-26
0000028917-21-000181,1500933,Common Class A,,,7300.0,F2,,I,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2021-08-26
0000028917-21-000180,1572798,Common Class A,,,7300.0,F1,,I,,See Footnote,F2,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000180,1572799,Common Class A,,,650.0,F2,,I,,,,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0000028917-21-000180,1572797,Common Class A - Retirement Plan,,,40565.0,,,D,,See Footnote,F1,26-AUG-2021,24-AUG-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-08-26
0001209191-21-053508,1677906,Common Stock,,,0.0,F1,,D,,,,26-AUG-2021,19-AUG-2021,,0.0,,,,3,9092,BADGER METER INC,BMI,,0000009092,BMI,,,2021-08-26
0001567619-21-016372,1619430,Common Stock - Class E Subordinate Voting Shares,,,2711856.0,,,I,,,,26-AUG-2021,24-AUG-2021,,,0,,,4,1762359,"Acreage Holdings, Inc.",ACRG.A.U,,0001762359,,,,2021-08-26
0001567619-21-016372,1619429,Common Stock - Class D Subordinate Voting Shares,,,1162224.0,,,I,,By Kevin Murphy 2018 Annuity Trust,,26-AUG-2021,24-AUG-2021,,,0,,,4,1762359,"Acreage Holdings, Inc.",ACRG.A.U,,0001762359,,,,2021-08-26
0001567619-21-016372,1619428,Common Stock - Class E Subordinate Voting Shares,,,455000.0,,,I,,By Kevin Murphy 2018 Annuity Trust,,26-AUG-2021,24-AUG-2021,,,0,,,4,1762359,"Acreage Holdings, Inc.",ACRG.A.U,,0001762359,,,,2021-08-26
0001567619-21-016372,1619427,Common Stock - Class D Subordinate Voting Shares,,,195000.0,,,I,,"By Murphy Capital, LLC",,26-AUG-2021,24-AUG-2021,,,0,,,4,1762359,"Acreage Holdings, Inc.",ACRG.A.U,,0001762359,,,,2021-08-26
0001567619-21-016372,1619426,Common Stock - Class D Subordinate Voting Shares,,,670982.0,,,D,,"By Murphy Capital, LLC",,26-AUG-2021,24-AUG-2021,,,0,,,4,1762359,"Acreage Holdings, Inc.",ACRG.A.U,,0001762359,,,,2021-08-26
0001520138-21-000492,1504372,COMMON STOCK,,,0.0,,,D,,,,26-AUG-2021,12-AUG-2021,,0.0,,,,3,1648960,"DatChat, Inc.",DATS,Exhibit List: Exhibit 24 - Power of Attorney,0001648960,DATSW,,,2021-08-26
0001382821-21-000274,1727781,Common Stock,,,1078.0,,,I,,By spouse,,26-AUG-2021,24-AUG-2021,,,0,,,4,1382821,Redfin Corp,RDFN,,0001382821,,,,2021-08-26
0001520138-21-000489,1780924,COMMON STOCK,,,2500.0,,,D,,,,26-AUG-2021,12-AUG-2021,,0.0,,,,3,1648960,"DatChat, Inc.",DATS,Exhibit List: Exhibit 24 - Power of Attorney,0001648960,DATSW,,,2021-08-26
0001209191-21-053503,1679756,"Common stock, $0.001 par value",,,92794.0,,,I,,"By Hope International Hospice, Inc.",F4,26-AUG-2021,24-AUG-2021,,,0,,,4,822370,"Emmaus Life Sciences, Inc.",EMMA,,0000822370,EMMA,,,2021-08-26
0001209191-21-053503,1679757,"Common stock, $0.001 par value",,,63000.0,,,I,,By Soomi Niihara,,26-AUG-2021,24-AUG-2021,,,0,,,4,822370,"Emmaus Life Sciences, Inc.",EMMA,,0000822370,EMMA,,,2021-08-26
0001209191-21-053501,1854083,Common Stock,,,543.0,,,I,,By Reporting Person's IRA,,26-AUG-2021,24-AUG-2021,,,0,,,4,918646,EAGLE MATERIALS INC,EXP,,0000918646,EXP,,,2021-08-26
0001209191-21-053501,1854082,Common Stock,,,1111.0,,,I,,By 401(k),,26-AUG-2021,24-AUG-2021,,,0,,,4,918646,EAGLE MATERIALS INC,EXP,,0000918646,EXP,,,2021-08-26
0001209191-21-053499,1890602,Common Stock,,,71529.0,,,I,,By Partnership,F1,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053499,1890601,Common Stock,,,42266.0,,,I,,By 401K,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852673,Common Stock,,,15611.0,,,I,,as Custodian for Daughter,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852672,Common Stock,,,152882.0,,,I,,By Corporation,F2,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852671,Common Stock,,,98162.0,,,I,,By 401K,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852676,Common Stock,,,199080.0,,,I,,By IRA,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852675,Common Stock,,,59027.0,,,I,,By LLC,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852674,Common Stock,,,9974.0,,,I,,As Custodian for Son,F3,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852681,Common Stock,,,9122.0,,,I,,As Custodian for Daughter,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852680,Common Stock,,,10783.0,,,I,,As Custodian for Son,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852679,Common Stock,,,11242.0,,,I,,As Custodian for Son,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852670,Common Stock,,,102586.0,,,I,,By Spouse,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852677,Common Stock,,,55219.0,,,I,,By Corporation,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0001209191-21-053500,1852678,Common Stock,,,11352.0,,,I,,As Custodian for Son,,26-AUG-2021,24-AUG-2021,,,0,,,4,862692,CRYO CELL INTERNATIONAL INC,CCEL,,0000862692,CCEL,,,2021-08-26
0000896841-21-000177,1591202,Common Stock,,,27000.0,,,I,,By Daughter,F2,26-AUG-2021,24-AUG-2021,,,0,,,4,896841,"AVID TECHNOLOGY, INC.",AVID,,0000896841,,,,2021-08-26
0001166928-21-000097,1935445,COMMON STOCK,,,384.0,F3,,I,,By Natalie Ann Nelson Roth IRA,,26-AUG-2021,25-AUG-2021,,,0,,,4,1166928,WEST BANCORPORATION INC,WTBA,,0001166928,WTBA,,,2021-08-26
0001166928-21-000097,1935444,COMMON STOCK,,,65433.0,,,I,,By Katherine A. Nelson Rev Trust,,26-AUG-2021,25-AUG-2021,,,0,,,4,1166928,WEST BANCORPORATION INC,WTBA,,0001166928,WTBA,,,2021-08-26
0001166928-21-000097,1935443,COMMON STOCK,,,25791.0,F2,,I,,By 401(k) Plan,,26-AUG-2021,25-AUG-2021,,,0,,,4,1166928,WEST BANCORPORATION INC,WTBA,,0001166928,WTBA,,,2021-08-26
0001562180-21-005570,1822238,Common Stock (401k),,,4403.21,,,D,,,,26-AUG-2021,24-AUG-2021,,,false,,,4,1396009,Vulcan Materials CO,VMC,,0001396009,VMC,,,2021-08-26
